"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Destination Port"
"6","0.205748","192.168.0.192","192.168.0.228","TCP","78","59168  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2374886598 TSecr=0 SACK_PERM","59168","80"
"7","0.205748","192.168.0.192","192.168.0.228","TCP","78","59169  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4034512646 TSecr=0 SACK_PERM","59169","443"
"10","0.224948","192.168.0.192","192.168.0.228","TCP","78","59170  >  199 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=797845707 TSecr=0 SACK_PERM","59170","199"
"11","0.224948","192.168.0.192","192.168.0.228","TCP","78","59171  >  3306 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2144700626 TSecr=0 SACK_PERM","59171","3306"
"12","0.224948","192.168.0.192","192.168.0.228","TCP","78","59172  >  256 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1854393329 TSecr=0 SACK_PERM","59172","256"
"13","0.224948","192.168.0.192","192.168.0.228","TCP","78","59173  >  995 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4256949092 TSecr=0 SACK_PERM","59173","995"
"14","0.224948","192.168.0.192","192.168.0.228","TCP","78","59174  >  22 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4065479074 TSecr=0 SACK_PERM","59174","22"
"20","0.233835","192.168.0.192","192.168.0.228","TCP","78","59175  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2681225973 TSecr=0 SACK_PERM","59175","443"
"21","0.233835","192.168.0.192","192.168.0.228","TCP","78","59176  >  21 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3847353716 TSecr=0 SACK_PERM","59176","21"
"22","0.233835","192.168.0.192","192.168.0.228","TCP","78","59177  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1434649817 TSecr=0 SACK_PERM","59177","25"
"23","0.233835","192.168.0.192","192.168.0.228","TCP","78","59178  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3256529280 TSecr=0 SACK_PERM","59178","53"
"24","0.233835","192.168.0.192","192.168.0.228","TCP","78","59179  >  445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=626058611 TSecr=0 SACK_PERM","59179","445"
"30","0.242026","192.168.0.192","192.168.0.228","TCP","54","59179  >  445 [ACK] Seq=1 Ack=1 Win=262144 Len=0","59179","445"
"31","0.242026","192.168.0.192","192.168.0.228","TCP","54","59179  >  445 [RST, ACK] Seq=1 Ack=1 Win=262144 Len=0","59179","445"
"32","0.244935","192.168.0.192","192.168.0.228","TCP","78","59180  >  139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3077562825 TSecr=0 SACK_PERM","59180","139"
"33","0.244935","192.168.0.192","192.168.0.228","TCP","78","59181  >  1723 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1962672290 TSecr=0 SACK_PERM","59181","1723"
"34","0.244935","192.168.0.192","192.168.0.228","TCP","78","59182  >  8080 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1425577250 TSecr=0 SACK_PERM","59182","8080"
"35","0.244935","192.168.0.192","192.168.0.228","TCP","78","59183  >  8888 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=587137322 TSecr=0 SACK_PERM","59183","8888"
"36","0.244935","192.168.0.192","192.168.0.228","TCP","78","59184  >  5900 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1108960357 TSecr=0 SACK_PERM","59184","5900"
"42","0.253742","192.168.0.192","192.168.0.228","TCP","54","59180  >  139 [ACK] Seq=1 Ack=1 Win=262144 Len=0","59180","139"
"43","0.253742","192.168.0.192","192.168.0.228","TCP","54","59180  >  139 [RST, ACK] Seq=1 Ack=1 Win=262144 Len=0","59180","139"
"44","0.253742","192.168.0.192","192.168.0.228","TCP","78","59185  >  1720 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1336556010 TSecr=0 SACK_PERM","59185","1720"
"45","0.253742","192.168.0.192","192.168.0.228","TCP","78","59186  >  143 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=84037820 TSecr=0 SACK_PERM","59186","143"
"48","0.258563","192.168.0.192","192.168.0.228","TCP","78","59187  >  113 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1117722066 TSecr=0 SACK_PERM","59187","113"
"49","0.258563","192.168.0.192","192.168.0.228","TCP","78","59188  >  23 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1236643040 TSecr=0 SACK_PERM","59188","23"
"50","0.258563","192.168.0.192","192.168.0.228","TCP","78","59189  >  3389 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3994300426 TSecr=0 SACK_PERM","59189","3389"
"51","0.258563","192.168.0.192","192.168.0.228","TCP","78","59190  >  110 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1009049302 TSecr=0 SACK_PERM","59190","110"
"56","0.260740","192.168.0.192","192.168.0.228","TCP","78","59191  >  135 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2629784167 TSecr=0 SACK_PERM","59191","135"
"58","0.266906","192.168.0.192","192.168.0.228","TCP","54","59191  >  135 [ACK] Seq=1 Ack=1 Win=262144 Len=0","59191","135"
"59","0.266906","192.168.0.192","192.168.0.228","TCP","54","59191  >  135 [RST, ACK] Seq=1 Ack=1 Win=262144 Len=0","59191","135"
"60","0.268302","192.168.0.192","192.168.0.228","TCP","78","59192  >  587 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3827257794 TSecr=0 SACK_PERM","59192","587"
"61","0.268302","192.168.0.192","192.168.0.228","TCP","78","59193  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1046271333 TSecr=0 SACK_PERM","59193","80"
"62","0.268302","192.168.0.192","192.168.0.228","TCP","78","59194  >  1025 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3881530424 TSecr=0 SACK_PERM","59194","1025"
"63","0.268302","192.168.0.192","192.168.0.228","TCP","78","59195  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=373472318 TSecr=0 SACK_PERM","59195","993"
"64","0.268302","192.168.0.192","192.168.0.228","TCP","78","59196  >  554 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=518287741 TSecr=0 SACK_PERM","59196","554"
"70","0.275601","192.168.0.192","192.168.0.228","TCP","78","59197  >  111 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3250532986 TSecr=0 SACK_PERM","59197","111"
"71","0.275601","192.168.0.192","192.168.0.228","TCP","78","59198  >  3260 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3951551389 TSecr=0 SACK_PERM","59198","3260"
"72","0.275601","192.168.0.192","192.168.0.228","TCP","78","59199  >  8400 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1174491535 TSecr=0 SACK_PERM","59199","8400"
"73","0.275601","192.168.0.192","192.168.0.228","TCP","78","59200  >  11967 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2369510624 TSecr=0 SACK_PERM","59200","11967"
"74","0.275601","192.168.0.192","192.168.0.228","TCP","78","59201  >  32771 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=258129702 TSecr=0 SACK_PERM","59201","32771"
"80","0.281628","192.168.0.192","192.168.0.228","TCP","78","59202  >  3390 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2224168348 TSecr=0 SACK_PERM","59202","3390"
"81","0.281628","192.168.0.192","192.168.0.228","TCP","78","59203  >  1556 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2996332708 TSecr=0 SACK_PERM","59203","1556"
"84","0.283217","192.168.0.192","192.168.0.228","TCP","78","59204  >  34573 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=352868532 TSecr=0 SACK_PERM","59204","34573"
"85","0.283217","192.168.0.192","192.168.0.228","TCP","78","59205  >  2196 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2149762100 TSecr=0 SACK_PERM","59205","2196"
"86","0.283217","192.168.0.192","192.168.0.228","TCP","78","59206  >  1174 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3541561836 TSecr=0 SACK_PERM","59206","1174"
"90","0.288185","192.168.0.192","192.168.0.228","TCP","78","59207  >  1067 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=762459734 TSecr=0 SACK_PERM","59207","1067"
"91","0.288185","192.168.0.192","192.168.0.228","TCP","78","59208  >  9200 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4017056598 TSecr=0 SACK_PERM","59208","9200"
"94","0.290176","192.168.0.192","192.168.0.228","TCP","78","59209  >  8090 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1622379124 TSecr=0 SACK_PERM","59209","8090"
"95","0.290176","192.168.0.192","192.168.0.228","TCP","78","59210  >  3 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=676070040 TSecr=0 SACK_PERM","59210","3"
"96","0.290176","192.168.0.192","192.168.0.228","TCP","78","59211  >  1971 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2358943432 TSecr=0 SACK_PERM","59211","1971"
"100","0.294021","192.168.0.192","192.168.0.228","TCP","78","59212  >  8194 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4213592939 TSecr=0 SACK_PERM","59212","8194"
"101","0.294021","192.168.0.192","192.168.0.228","TCP","78","59213  >  1122 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1699296975 TSecr=0 SACK_PERM","59213","1122"
"104","0.297730","192.168.0.192","192.168.0.228","TCP","78","59214  >  1137 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4130244873 TSecr=0 SACK_PERM","59214","1137"
"105","0.297730","192.168.0.192","192.168.0.228","TCP","78","59215  >  464 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2248471873 TSecr=0 SACK_PERM","59215","464"
"108","0.302383","192.168.0.192","192.168.0.228","TCP","78","59216  >  1501 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2090430776 TSecr=0 SACK_PERM","59216","1501"
"109","0.302383","192.168.0.192","192.168.0.228","TCP","78","59217  >  1035 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3149229653 TSecr=0 SACK_PERM","59217","1035"
"110","0.302383","192.168.0.192","192.168.0.228","TCP","78","59218  >  2869 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4222491069 TSecr=0 SACK_PERM","59218","2869"
"111","0.302383","192.168.0.192","192.168.0.228","TCP","78","59219  >  1600 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2432283021 TSecr=0 SACK_PERM","59219","1600"
"112","0.302383","192.168.0.192","192.168.0.228","TCP","78","59220  >  9050 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3529350410 TSecr=0 SACK_PERM","59220","9050"
"118","0.308670","192.168.0.192","192.168.0.228","TCP","78","59221  >  85 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3035344535 TSecr=0 SACK_PERM","59221","85"
"119","0.308670","192.168.0.192","192.168.0.228","TCP","78","59222  >  2038 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2941603813 TSecr=0 SACK_PERM","59222","2038"
"122","0.310285","192.168.0.192","192.168.0.228","TCP","78","59223  >  55056 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1013635206 TSecr=0 SACK_PERM","59223","55056"
"123","0.310285","192.168.0.192","192.168.0.228","TCP","78","59224  >  9418 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4028159257 TSecr=0 SACK_PERM","59224","9418"
"124","0.310285","192.168.0.192","192.168.0.228","TCP","78","59225  >  515 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4032844610 TSecr=0 SACK_PERM","59225","515"
"128","0.313320","192.168.0.192","192.168.0.228","TCP","78","59226  >  5357 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3835059649 TSecr=0 SACK_PERM","59226","5357"
"129","0.313320","192.168.0.192","192.168.0.228","TCP","78","59227  >  1001 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2516026288 TSecr=0 SACK_PERM","59227","1001"
"132","0.317133","192.168.0.192","192.168.0.228","TCP","78","59228  >  1090 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1508254344 TSecr=0 SACK_PERM","59228","1090"
"133","0.317133","192.168.0.192","192.168.0.228","TCP","78","59229  >  3869 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4037741136 TSecr=0 SACK_PERM","59229","3869"
"134","0.317133","192.168.0.192","192.168.0.228","TCP","78","59230  >  3370 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2127026679 TSecr=0 SACK_PERM","59230","3370"
"138","0.322662","192.168.0.192","192.168.0.228","TCP","78","59231  >  1433 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=159148228 TSecr=0 SACK_PERM","59231","1433"
"140","0.328028","192.168.0.192","192.168.0.228","TCP","78","59232  >  1052 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3168897404 TSecr=0 SACK_PERM","59232","1052"
"141","0.328028","192.168.0.192","192.168.0.228","TCP","78","59233  >  5679 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=512340122 TSecr=0 SACK_PERM","59233","5679"
"142","0.328028","192.168.0.192","192.168.0.228","TCP","78","59234  >  6580 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=972151620 TSecr=0 SACK_PERM","59234","6580"
"143","0.328028","192.168.0.192","192.168.0.228","TCP","78","59235  >  3914 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1845573168 TSecr=0 SACK_PERM","59235","3914"
"148","0.338912","192.168.0.192","192.168.0.228","TCP","78","59236  >  2111 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=792808514 TSecr=0 SACK_PERM","59236","2111"
"150","0.344302","192.168.0.192","192.168.0.228","TCP","78","59237  >  6025 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1223272945 TSecr=0 SACK_PERM","59237","6025"
"151","0.344302","192.168.0.192","192.168.0.228","TCP","78","59238  >  1076 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=583719578 TSecr=0 SACK_PERM","59238","1076"
"152","0.344302","192.168.0.192","192.168.0.228","TCP","78","59239  >  3828 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1464947846 TSecr=0 SACK_PERM","59239","3828"
"153","0.344302","192.168.0.192","192.168.0.228","TCP","78","59240  >  3211 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3754603672 TSecr=0 SACK_PERM","59240","3211"
"158","0.364478","192.168.0.192","192.168.0.228","TCP","78","59241  >  19101 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=495388809 TSecr=0 SACK_PERM","59241","19101"
"160","0.376722","192.168.0.192","192.168.0.228","TCP","78","59242  >  2042 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=889584668 TSecr=0 SACK_PERM","59242","2042"
"161","0.376722","192.168.0.192","192.168.0.228","TCP","78","59243  >  6106 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2700002939 TSecr=0 SACK_PERM","59243","6106"
"164","0.380998","192.168.0.192","192.168.0.228","TCP","78","59244  >  2191 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2920637607 TSecr=0 SACK_PERM","59244","2191"
"165","0.380998","192.168.0.192","192.168.0.228","TCP","78","59245  >  9010 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1316015248 TSecr=0 SACK_PERM","59245","9010"
"166","0.380998","192.168.0.192","192.168.0.228","TCP","78","59246  >  1117 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=538783715 TSecr=0 SACK_PERM","59246","1117"
"170","0.386224","192.168.0.192","192.168.0.228","TCP","78","59247  >  427 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4231567481 TSecr=0 SACK_PERM","59247","427"
"171","0.386224","192.168.0.192","192.168.0.228","TCP","78","59248  >  2288 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2089745783 TSecr=0 SACK_PERM","59248","2288"
"174","0.390090","192.168.0.192","192.168.0.228","TCP","78","59249  >  9898 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1677377579 TSecr=0 SACK_PERM","59249","9898"
"175","0.390090","192.168.0.192","192.168.0.228","TCP","78","59250  >  49176 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=429702760 TSecr=0 SACK_PERM","59250","49176"
"176","0.390090","192.168.0.192","192.168.0.228","TCP","78","59251  >  19801 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1517701106 TSecr=0 SACK_PERM","59251","19801"
"177","0.390090","192.168.0.192","192.168.0.228","TCP","78","59252  >  1259 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3474243943 TSecr=0 SACK_PERM","59252","1259"
"178","0.390090","192.168.0.192","192.168.0.228","TCP","78","59253  >  544 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=464325954 TSecr=0 SACK_PERM","59253","544"
"184","0.396551","192.168.0.192","192.168.0.228","TCP","78","59254  >  2382 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4016205732 TSecr=0 SACK_PERM","59254","2382"
"185","0.396551","192.168.0.192","192.168.0.228","TCP","78","59255  >  2602 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2807941275 TSecr=0 SACK_PERM","59255","2602"
"186","0.396551","192.168.0.192","192.168.0.228","TCP","78","59256  >  6699 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3032305572 TSecr=0 SACK_PERM","59256","6699"
"187","0.396551","192.168.0.192","192.168.0.228","TCP","78","59257  >  1300 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1466891514 TSecr=0 SACK_PERM","59257","1300"
"188","0.396551","192.168.0.192","192.168.0.228","TCP","78","59258  >  636 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3432627198 TSecr=0 SACK_PERM","59258","636"
"194","0.403164","192.168.0.192","192.168.0.228","TCP","78","59259  >  2179 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1274636325 TSecr=0 SACK_PERM","59259","2179"
"195","0.403164","192.168.0.192","192.168.0.228","TCP","78","59260  >  6788 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4132755832 TSecr=0 SACK_PERM","59260","6788"
"196","0.403164","192.168.0.192","192.168.0.228","TCP","78","59261  >  3351 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2167597418 TSecr=0 SACK_PERM","59261","3351"
"200","0.411415","192.168.0.192","192.168.0.228","TCP","78","59262  >  9001 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=594959560 TSecr=0 SACK_PERM","59262","9001"
"201","0.411415","192.168.0.192","192.168.0.228","TCP","78","59263  >  5801 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3365898899 TSecr=0 SACK_PERM","59263","5801"
"202","0.411415","192.168.0.192","192.168.0.228","TCP","78","59264  >  6779 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3543616046 TSecr=0 SACK_PERM","59264","6779"
"203","0.411415","192.168.0.192","192.168.0.228","TCP","78","59265  >  5431 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2535575338 TSecr=0 SACK_PERM","59265","5431"
"204","0.411415","192.168.0.192","192.168.0.228","TCP","78","59266  >  1974 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1423869677 TSecr=0 SACK_PERM","59266","1974"
"210","0.417839","192.168.0.192","192.168.0.228","TCP","78","59267  >  2920 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=893931064 TSecr=0 SACK_PERM","59267","2920"
"211","0.417839","192.168.0.192","192.168.0.228","TCP","78","59268  >  1114 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3078378897 TSecr=0 SACK_PERM","59268","1114"
"212","0.417839","192.168.0.192","192.168.0.228","TCP","78","59269  >  1089 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3801761497 TSecr=0 SACK_PERM","59269","1089"
"213","0.417839","192.168.0.192","192.168.0.228","TCP","78","59270  >  873 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=142636694 TSecr=0 SACK_PERM","59270","873"
"214","0.417839","192.168.0.192","192.168.0.228","TCP","78","59271  >  7001 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=393469653 TSecr=0 SACK_PERM","59271","7001"
"220","0.427093","192.168.0.192","192.168.0.228","TCP","78","59272  >  14442 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4260208427 TSecr=0 SACK_PERM","59272","14442"
"221","0.427093","192.168.0.192","192.168.0.228","TCP","78","59273  >  1071 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2732300102 TSecr=0 SACK_PERM","59273","1071"
"225","0.435062","192.168.0.192","192.168.0.228","TCP","78","59274  >  5080 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4172460850 TSecr=0 SACK_PERM","59274","5080"
"226","0.435062","192.168.0.192","192.168.0.228","TCP","78","59275  >  646 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2412291196 TSecr=0 SACK_PERM","59275","646"
"227","0.435062","192.168.0.192","192.168.0.228","TCP","78","59276  >  1310 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3020846150 TSecr=0 SACK_PERM","59276","1310"
"228","0.435062","192.168.0.192","192.168.0.228","TCP","78","59277  >  8300 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3759020536 TSecr=0 SACK_PERM","59277","8300"
"229","0.435062","192.168.0.192","192.168.0.228","TCP","78","59278  >  1098 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3261907751 TSecr=0 SACK_PERM","59278","1098"
"235","0.449791","192.168.0.192","192.168.0.228","TCP","78","59279  >  1217 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2336564941 TSecr=0 SACK_PERM","59279","1217"
"236","0.449791","192.168.0.192","192.168.0.228","TCP","78","59280  >  9485 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3223297101 TSecr=0 SACK_PERM","59280","9485"
"237","0.449791","192.168.0.192","192.168.0.228","TCP","78","59281  >  6 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=621654037 TSecr=0 SACK_PERM","59281","6"
"238","0.449791","192.168.0.192","192.168.0.228","TCP","78","59282  >  7627 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2124455228 TSecr=0 SACK_PERM","59282","7627"
"239","0.449791","192.168.0.192","192.168.0.228","TCP","78","59283  >  50001 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=771097476 TSecr=0 SACK_PERM","59283","50001"
"245","0.455951","192.168.0.192","192.168.0.228","TCP","78","59284  >  9666 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2499008359 TSecr=0 SACK_PERM","59284","9666"
"246","0.455951","192.168.0.192","192.168.0.228","TCP","78","59285  >  1700 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2231525367 TSecr=0 SACK_PERM","59285","1700"
"247","0.455951","192.168.0.192","192.168.0.228","TCP","78","59286  >  1065 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2642723278 TSecr=0 SACK_PERM","59286","1065"
"248","0.455951","192.168.0.192","192.168.0.228","TCP","78","59287  >  1175 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=615135072 TSecr=0 SACK_PERM","59287","1175"
"249","0.455951","192.168.0.192","192.168.0.228","TCP","78","59288  >  5678 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2904087561 TSecr=0 SACK_PERM","59288","5678"
"255","0.472893","192.168.0.192","192.168.0.228","TCP","78","59289  >  3007 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3773801114 TSecr=0 SACK_PERM","59289","3007"
"256","0.472893","192.168.0.192","192.168.0.228","TCP","78","59290  >  1900 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=976956434 TSecr=0 SACK_PERM","59290","1900"
"257","0.472893","192.168.0.192","192.168.0.228","TCP","78","59291  >  57294 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2828754134 TSecr=0 SACK_PERM","59291","57294"
"258","0.472893","192.168.0.192","192.168.0.228","TCP","78","59292  >  32778 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1243451891 TSecr=0 SACK_PERM","59292","32778"
"259","0.472893","192.168.0.192","192.168.0.228","TCP","78","59293  >  6101 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1564686286 TSecr=0 SACK_PERM","59293","6101"
"265","0.484116","192.168.0.192","192.168.0.228","TCP","78","59294  >  6001 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3450295692 TSecr=0 SACK_PERM","59294","6001"
"266","0.484116","192.168.0.192","192.168.0.228","TCP","78","59295  >  1049 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2110475857 TSecr=0 SACK_PERM","59295","1049"
"267","0.484116","192.168.0.192","192.168.0.228","TCP","78","59296  >  543 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2017769848 TSecr=0 SACK_PERM","59296","543"
"268","0.484116","192.168.0.192","192.168.0.228","TCP","78","59297  >  4000 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3054605550 TSecr=0 SACK_PERM","59297","4000"
"269","0.484116","192.168.0.192","192.168.0.228","TCP","78","59298  >  8086 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1853354834 TSecr=0 SACK_PERM","59298","8086"
"275","0.489724","192.168.0.192","192.168.0.228","TCP","78","59299  >  9999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2027787108 TSecr=0 SACK_PERM","59299","9999"
